correctsVec,actsVec,actsVec2,desiredsVec,actsOfTrueClass,actsOfFalseClass,actsDifference,guessesVec,signedActs,xval_iter,signedEv,unsignedEv,subs
1,0.27309,0.72691,2,0.72691,0.27309,0.45382,2,0.22691,1,-0.979,0.97899,1
1,0.1836,0.8164,2,0.8164,0.1836,0.6328,2,0.3164,1,-1.4922,1.4922,1
1,0.3121,0.6879,2,0.6879,0.3121,0.37579,2,0.1879,1,-0.79031,0.79031,1
1,0.28429,0.71571,2,0.71571,0.28429,0.43142,2,0.21571,1,-0.92328,0.92328,1
1,0.24242,0.75758,2,0.75758,0.24242,0.51516,2,0.25758,1,-1.1395,1.1395,1
0,0.63226,0.36774,2,0.36774,0.63226,-0.26452,1,-0.13226,1,0.54192,-0.54192,1
1,0.4405,0.5595,2,0.5595,0.4405,0.11901,2,0.059503,1,-0.23915,0.23915,1
0,0.63489,0.36511,2,0.36511,0.63489,-0.26978,1,-0.13489,1,0.55324,-0.55324,1
0,0.6234,0.3766,2,0.3766,0.6234,-0.2468,1,-0.1234,1,0.50399,-0.50399,1
0,0.6496,0.3504,2,0.3504,0.6496,-0.2992,1,-0.1496,1,0.61729,-0.61729,1
0,0.54511,0.45489,2,0.45489,0.54511,-0.090229,1,-0.045115,1,0.18095,-0.18095,1
1,0.49837,0.50163,2,0.50163,0.49837,0.0032679,2,0.0016339,1,-0.0065358,0.0065358,1
0,0.51487,0.48513,2,0.48513,0.51487,-0.029745,1,-0.014872,1,0.059507,-0.059507,1
0,0.68993,0.31007,2,0.31007,0.68993,-0.37986,1,-0.18993,1,0.79978,-0.79978,1
0,0.50826,0.49174,2,0.49174,0.50826,-0.016512,1,-0.0082561,1,0.033028,-0.033028,1
0,0.30879,0.69121,1,0.30879,0.69121,-0.38241,2,-0.19121,1,-0.80576,-0.80576,1
0,0.33738,0.66262,1,0.33738,0.66262,-0.32523,2,-0.16262,1,-0.67498,-0.67498,1
0,0.21392,0.78608,1,0.21392,0.78608,-0.57216,2,-0.28608,1,-1.3015,-1.3015,1
0,0.25689,0.74311,1,0.25689,0.74311,-0.48622,2,-0.24311,1,-1.0622,-1.0622,1
0,0.30778,0.69222,1,0.30778,0.69222,-0.38444,2,-0.19222,1,-0.81053,-0.81053,1
0,0.20351,0.79649,1,0.20351,0.79649,-0.59298,2,-0.29649,1,-1.3645,-1.3645,1
0,0.28885,0.71115,1,0.28885,0.71115,-0.4223,2,-0.21115,1,-0.90099,-0.90099,1
0,0.38818,0.61182,1,0.38818,0.61182,-0.22364,2,-0.11182,1,-0.45498,-0.45498,1
0,0.35008,0.64992,1,0.35008,0.64992,-0.29983,2,-0.14992,1,-0.61867,-0.61867,1
0,0.33101,0.66899,1,0.33101,0.66899,-0.33798,2,-0.16899,1,-0.70363,-0.70363,1
0,0.32845,0.67155,1,0.32845,0.67155,-0.3431,2,-0.17155,1,-0.71521,-0.71521,1
0,0.39516,0.60484,1,0.39516,0.60484,-0.20967,2,-0.10484,1,-0.42566,-0.42566,1
0,0.45596,0.54404,1,0.45596,0.54404,-0.088082,2,-0.044041,1,-0.17662,-0.17662,1
0,0.22225,0.77775,1,0.22225,0.77775,-0.55549,2,-0.27775,1,-1.2526,-1.2526,1
0,0.43829,0.56171,1,0.43829,0.56171,-0.12342,2,-0.061709,1,-0.2481,-0.2481,1
0,0.30317,0.69683,1,0.30317,0.69683,-0.39366,2,-0.19683,1,-0.83224,-0.83224,1
0,0.25293,0.74707,1,0.25293,0.74707,-0.49413,2,-0.24707,1,-1.083,-1.083,1
1,0.88316,0.11684,1,0.88316,0.11684,0.76633,1,0.38316,1,2.0227,2.0227,1
1,0.69361,0.30639,1,0.69361,0.30639,0.38723,1,0.19361,1,0.81707,0.81707,1
1,0.87996,0.12004,1,0.87996,0.12004,0.75993,1,0.37996,1,1.9921,1.9921,1
1,0.80402,0.19598,1,0.80402,0.19598,0.60804,1,0.30402,1,1.4116,1.4116,1
1,0.96556,0.034443,1,0.96556,0.034443,0.93111,1,0.46556,1,3.3334,3.3334,1
1,0.7406,0.2594,1,0.7406,0.2594,0.4812,1,0.2406,1,1.0491,1.0491,1
1,0.9445,0.055503,1,0.9445,0.055503,0.88899,1,0.4445,1,2.8342,2.8342,1
1,0.88672,0.11328,1,0.88672,0.11328,0.77344,1,0.38672,1,2.0577,2.0577,1
1,0.90808,0.091919,1,0.90808,0.091919,0.81616,1,0.40808,1,2.2904,2.2904,1
1,0.86571,0.13429,1,0.86571,0.13429,0.73142,1,0.36571,1,1.8635,1.8635,1
1,0.91389,0.08611,1,0.91389,0.08611,0.82778,1,0.41389,1,2.3621,2.3621,1
1,0.87632,0.12368,1,0.87632,0.12368,0.75263,1,0.37632,1,1.958,1.958,1
1,0.82945,0.17055,1,0.82945,0.17055,0.65889,1,0.32945,1,1.5817,1.5817,1
1,0.85695,0.14305,1,0.85695,0.14305,0.7139,1,0.35695,1,1.7902,1.7902,1
1,0.84758,0.15242,1,0.84758,0.15242,0.69517,1,0.34758,1,1.7158,1.7158,1
1,0.76434,0.23566,1,0.76434,0.23566,0.52868,1,0.26434,1,1.1766,1.1766,1
1,0.78238,0.21762,1,0.78238,0.21762,0.56476,1,0.28238,1,1.2796,1.2796,1
1,0.96105,0.038952,1,0.96105,0.038952,0.9221,1,0.46105,1,3.2057,3.2057,1
0,0.72959,0.27041,2,0.27041,0.72959,-0.45919,1,-0.22959,1,0.99257,-0.99257,1
0,0.65021,0.34979,2,0.34979,0.65021,-0.30042,1,-0.15021,1,0.61996,-0.61996,1
0,0.65319,0.34681,2,0.34681,0.65319,-0.30637,1,-0.15319,1,0.63308,-0.63308,1
