name,mean_auc,sem_auc,subNo,auc,xvalIterReported,condNames,which_traintest,roiName,num_results_iter,scramble,trWeights,trWeights_train,trWeights_test
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.47544,0.015742,s23,0.38579,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;0;1;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.47544,0.015742,s24,0.60824,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;0;1;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.47544,0.015742,s25,0.44564,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;0;1;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.47544,0.015742,s26,0.45866,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;0;1;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s01,0.48035,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s03,NaN,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s04,0.49595,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s05,0.43469,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s06,0.43379,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s07,0.56807,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s08,0.50265,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s09,0.59612,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s10,0.57344,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s12,0.57289,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s13,NaN,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s14,0.40577,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s15,0.49285,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s16,0.56194,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s17,0.5004,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s18,0.50905,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s19,0.46276,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s20,0.52104,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s21,0.56882,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s22,0.47648,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s23,0.5746,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s24,0.53627,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s25,0.58043,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblAngMask_mel101714.mat,0.52259,0.013591,s26,0.59467,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s01,0.48177,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s03,NaN,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s04,0.59479,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s05,0.43766,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s06,0.47275,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s07,0.49478,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s08,0.55201,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s09,0.54683,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s10,0.52782,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s12,0.54755,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s13,NaN,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s14,0.54935,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s15,0.56628,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s16,0.51765,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s17,0.52815,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s18,0.55063,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s19,0.49589,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s20,0.47171,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s21,0.63703,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s22,0.44728,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s23,0.45655,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s24,0.45078,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s25,0.54649,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirblSplMask_mel101714.mat,0.52104,0.010122,s26,0.53682,2,hit;cr,1;1;1;1;2;2;2;2,rblSplMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s01,0.53528,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s03,NaN,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s04,0.53374,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s05,0.54579,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s06,0.57623,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s07,0.49951,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s08,0.54551,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s09,0.56627,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s10,0.54152,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s12,0.46481,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s13,NaN,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s14,0.35243,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s15,0.58452,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s16,0.55546,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s17,0.40356,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s18,0.56153,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s19,0.54563,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s20,0.4627,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s21,0.55998,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s22,0.42753,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s23,0.42638,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s24,0.50642,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s25,0.50043,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roirmtlMask_hipPhgAmg_mel101714.mat,0.51179,0.012277,s26,0.53163,2,hit;cr,1;1;1;1;2;2;2;2,rmtlMask_hipPhgAmg_mel101714.nii,10,0,,0;0;1;0;0;0,0;0;1;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s01,0.42629,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s03,NaN,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s04,0.57944,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s05,0.48795,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s06,0.43077,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s07,0.53018,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s08,0.47709,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roirblAngMask_mel101714.mat,0.49619,0.011333,s09,0.57468,2,hit;cr,1;1;1;1;2;2;2;2,rblAngMask_mel101714.nii,10,0,,0;0;1;0;0;0,0;1;0;0;0;0
