train_test,mask,conds,tr,xval_it,name,sub,auc
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.47269
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.66256
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.5335
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.72783
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.58371
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.62897
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.67435
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.72408
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.55403
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.62116
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.70138
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.57468
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.7114
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.70692
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.81111
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.76202
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.52292
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.6631
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.6777
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.62749
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.54571
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.64442
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.65029
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.81258
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.5529
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.68808
"EX,4fold",SEPT...,hit v cr,4,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.6114
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.61828
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.60053
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.65984
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.6377
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.72922
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.44031
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.66151
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.73336
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.56399
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.67547
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.69813
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.71159
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.75501
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.55912
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.52032
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.60128
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.55532
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.44934
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.70485
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.7914
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.71325
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.3988
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.65599
"EX,4fold",SEPT...,hit v cr,3,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.53592
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.61101
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.62189
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.37319
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.55559
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.5216
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.58458
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.57129
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.64867
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.47448
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.51355
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.57632
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.63783
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.51207
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.42776
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.54665
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.52974
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.4639
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.49693
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.53342
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.57833
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.46042
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.38121
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.49978
"EX,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.46895
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.51214
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.45195
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.55742
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.55656
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.55753
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.55854
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.63936
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.4918
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.52241
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.47441
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.5042
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.63849
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.61795
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.35153
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.48831
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.49036
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.49342
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.52576
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.53483
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.50243
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.49654
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.35857
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.51051
"EX,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.53981
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.45735
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.5951
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.43493
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.49056
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.41946
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.42563
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.43463
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.53088
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.61679
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.47186
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.61813
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.36507
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.68877
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.51709
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.62117
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.46642
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.58385
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.4808
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.47909
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.53069
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.32595
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.46477
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.66816
EX>CM,SEPT...,hit v cr,late,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.43789
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.44881
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.43726
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.4886
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.46107
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.5035
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.55392
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.48386
EX>CM,SEPT...,hit v cr,6,2,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.41968
