Contrast,shape,cluster,sphere,roi,task,acc,beta
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,2.182286375
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,4.874831401
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,1.767827988
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,2.719469832
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,3.536536868
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,2.592574734
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,2.500161969
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,1.965207893
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,6.013775074
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,3.58882695
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,2.908798722
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,1.537253458
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,0.679311492
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,0.907748499
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,1.313777072
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,3.521966421
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,2.150160996
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,3.419048484
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,3.436721151
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,2.889657901
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,0.349552827
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,3.006864153
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,0.489653479
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,-0.056121062
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,2.003814297
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,4.000360553
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,1.648344469
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,2.145966337
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,3.771124363
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,1.828997076
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,1.365875183
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,hit,1.685136314
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,5.512717449
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,3.133080684
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,3.006121856
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.483807798
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,-0.000776954
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,0.692300419
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.112879169
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,2.644034289
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.421526792
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,2.7301924
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,2.600944061
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,2.183528729
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,-0.23282641
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.881228343
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,-0.443182041
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,0.075471378
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.44255108
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,4.215342577
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.529362027
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,2.219896232
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,3.05568353
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.475056109
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.645435458
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,cm,cr,1.456996473
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.04631735
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-2.474661407
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-1.207109215
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-2.132352224
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-2.157277776
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.910992573
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.326049176
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.004945093
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,0.544954594
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-1.633956342
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-1.693069289
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.178636197
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.598662055
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-1.772505526
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-1.077968919
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-1.622089555
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.861152432
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,2.242562035
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,0.521261959
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,0.247346347
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-2.614533276
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-4.695983007
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-1.61091018
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,hit,-0.495225856
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-0.50054619
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-2.445443524
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.604244754
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.462832425
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-3.019709505
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.016777816
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.563766851
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.221673188
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,0.630005213
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-2.533067484
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-2.400644918
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,0.149115708
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-0.452028503
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-3.250129594
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.2837183
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-2.595693138
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-0.805203881
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,3.553793775
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,0.574286785
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,0.628827093
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-2.650313999
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-5.353000704
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.85958251
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,ex,cr,-1.606985317
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,0.398603509
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.529671821
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.276715056
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.775383953
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-2.938779768
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-0.658940382
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.533645179
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-2.282478434
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-0.334449038
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.619804182
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.134606076
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-0.717162672
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,0.255401993
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.498794076
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-0.560061705
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.861760943
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-0.848369735
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,3.105187879
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-0.257501878
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,1.535729751
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-2.811055098
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-4.314452685
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-2.258032697
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,hit,-1.740960394
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,0.621360477
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-1.596491702
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-1.093061373
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-1.228196684
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-2.251211822
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.067572423
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.830607283
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-1.931149444
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,0.029760595
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.870441629
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.826393022
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,0.665572792
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,1.367955158
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.964852986
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.322571909
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.728988282
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.334093401
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,3.067599091
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,0.370464865
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,1.281419863
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-2.605972859
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-3.342101891
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-1.91855272
EX>CM Hits>CRs,sphere,FALSE,TRUE,Left Ang,cm,cr,-0.274657778
